assistant,"That's really all you need. I think a lot of people, they get confused and they think, oh, in order to look like that, if I want to look better, then I have to go to the gym six times a week and I have to start eating this boring stuff every single day. In reality, you don't need to do that. It's just the consistent efforts every single week. Most people, they go through periods where everything's going good and then it just stops. ",The Beautiful Reasons Why Men Go To The Gym  | Mike Thurston,39053,57260
user,"I worry to the point that someone's reality in the online world could be better than their reality outside of it. A few weeks ago, I was playing Call of Duty and this lad comes into our lobby to play with us. And he was level like a thousand. And me and my mates just thought, I bet you're a f***ing savage. He got twenty kills in a game. This guy's probably like a fifteen year old. He has got a level of status from playing video games that strangers are giving him credit. And then I was thinking, this is dangerous because he probably gets more recognition, more compliments, more credit from a video game than he ever could in his life at fifteen. The way we're creating a world that can help people, especially men, medicate their primitive needs without the need to leave their bedroom, exist in society, even work in some respects. Why would I work for forty hours and be potentially someone of no significance doing this job, whereas I could have real significance being in this virtual world, World of Warcraft or wherever. And video games are only getting better, where there's more cooperation, more teamwork, more strategy. As we see even gamification of things online being made to the point to really tap into human psychology, ",The Dangers of Video Games | James Smith,60,55560
user,"most difficult, scary, terrifying things to do is to regularly just keep telling the truth over and over again. To not people please, to not be bitter or resentful, posture, to try and inflate what it is that you've achieved or downplay it to just say what it is. Which is really the path of least resistance because you don't need to create this big fucking mirage of stuff that's all hiding what's actually going on. And yet, for some reason, that seems to be just very, very difficult to do. ",The Scariest Thing To Do Is Regularly Tell The Truth | Seerut Chawla,0,27775
user,"Scene, business, family, pick two. You can be a part of the scene, can be successful in business, can be a great part of your family, but it's really, really, really rough to do all three. ","Scene, Business, Or Family-Pick 2 | Mike Thurston",60,7911
assistant,"The most difficult thing I've had now, particularly when I go through phases where I'm super motivated and I want to grow, it's like the friendship aspect and the relationship aspect takes a hit. If you're trying to go full steam ahead with your business, I've noticed when I've been in a relationship, any spare time I have, I have to devote that to my partner, which then means I have to my friends off. Whereas let's say for example I was single then that gives me an opportunity to spend more time with my friends. Like to try and juggle everything is really difficult. ","Scene, Business, Or Family-Pick 2 | Mike Thurston",7971,32269
user,Do you think it's so difficult for people to publicly advocate for the problems of men and boys? ,The Solution To Men’s Problems | Konstantin Kisin,60,5012
assistant,"Because victimhood doesn't work for men the way it works for women. We don't feel sorry for men. And rightly so, by the way. Biologically, men are disposable in a way that women aren't, for the obvious reasons, if you have a tribe of ten men, ten women, you send the women off to war, you're screwed. You send the men off to war, one comes back, you can still replenish the population. So men are disposable, always will be, much more than women. And so we don't feel sorry for men in the same way. And I'm not advocating that we feel sorry for men because I don't believe that's the solution to men's problems. The solution to men's problems is for men to be better. ",The Solution To Men’s Problems | Konstantin Kisin,5252,37726
user,What's that mean? ,The Solution To Men’s Problems | Konstantin Kisin,37926,38346
assistant,"You know what I mean. Look at you. This is what your entire life is spent on, bettering yourself. physically, emotionally, psychologically, mentally. You're obsessed with performance. You're obsessed with being better. You're obsessed with being happier, more fulfilled, all of these things. It's a pursuit of your own greatness. ",The Solution To Men’s Problems | Konstantin Kisin,38766,55136
user,What do you think people get wrong about self-worth and where it comes from? ,What Do People Get Wrong About Self Worth? | Seerut Chawla,60,3513
assistant,Self-worth does not come from other people inflating you. That doesn't do anything. It's this whole like validation. You invalidated me. So what? You're an adult. It doesn't touch the sides. The thing it does is make people constantly dependent on more from those around them. But actual self-worth is earned through surviving things and setting a challenge for yourself and actually accomplishing it. Keeping your word to yourself. Develop competence in something. Have a purpose that makes you excited to be alive. It'll give you that grounded sense of selfishness that changes how you feel in the world. ,What Do People Get Wrong About Self Worth? | Seerut Chawla,3633,39338
user,I think you've just described probably the big changes that I made over the last decade. ,What Do People Get Wrong About Self Worth? | Seerut Chawla,39478,43620
user,Tell people about the average American. ,You Don't Want To Be An Average American | James Smith,60,1750
assistant,"Average American is obese, divorced with less than one K in the bank. So by doing what everyone else does, it seems like a safe route. It's actually a reliable way to achieve a life that you don't want. ",You Don't Want To Be An Average American | James Smith,1910,11133
user,"Exactly. Yeah. So many people are fighting to do the normal thing. The normal thing is to play it safe. The majority of people are pessimists because the majority of optimist people found their way out of the gene pool. There's going to be some absolute experts in human evolution. They're going to be like, But ultimately, any single human through hundreds of thousands of years, oh yeah, we'll get across that river, out the gene pool. Oh, it's not that cold. out, out the gene pool. The evolution is all of the people that are risk averse, worried about things going wrong and avoiding all the opportunities that are around them to the point that they don't take risks. But now we have this massive primal mechanism of fear that is supposed to keep us alive. And now we're associating that mechanism of fear to really trivial stuff like, how does my CV look? What if I ask the girl for a number and she says no? We're using this massive, primitive, keep-us-alive mechanism to everyday tasks, and it's keeping people from doing the one thing. ",You Don't Want To Be An Average American | James Smith,11213,56768
user,"If you're succeeding, it's something that you don't enjoy. Imagine how great you'd be at something you love. ",When You're Succeeding At Something You Don't Enjoy,0,4072
assistant,"And even if you do go down that path and you fail, even if you fall flat on your face, even if you move back into your parents, there is going to be a little part of you that's like, well, I gave it a go. I know it's, again, another like privileged thing to say, but I think there's something quite cool in that. People are more worried about how their CV looks than they're like, oh, if I move now, I've only been in this job a year. Mate, this is about you enjoying your life, not trying to appease a stranger with a an A-IV piece of paper, you know? I went traveling a few times when I was younger and I remember someone saying, oh, it doesn't make your CV look good. I would sit in that interview and go, I didn't want to work anymore. I went to travel. I had the best time, but now I've realized that I want to be back working. I was just straight with them. But imagine saying to someone like, I wanted to give everything I could to something that didn't work out. That's actually more of a reason to be impressed with someone than someone that left the job every two years, perfectly looking for the next progression. ",When You're Succeeding At Something You Don't Enjoy,4112,44673
user,"It's one thing to get what you want, but it's another thing to want what's worth getting. That's from Shane Parish. The danger of not spending time working out what you want to want can cause you to move in the wrong direction. Kyle Eschenroder explains it so well. Blindly following your desires makes you a slave to your impulses. the advertisements you're exposed to, and the confused chemical signals of your body. If we don't pause and ask ourselves what we want to want, we will spend our lives focused on unhealthy aims defined for us by others in the worst parts of ourselves. If we don't cut to the core and program our wants, then our best case scenario is to be a rich, famous, or successful slave. In short, your default factory settings are shit. Don't follow them. The people who do this are never going to fully actualize their potential, either for happiness or for success. What you want is to be able to arrive at a place where the things that you want are the things that you want to want. And that's why desires are important. So yes, a life should be lived by design, not default. ",Figure Out What You Want To Want,60,57975
user,"The dating advice for gurus online seems to boil down to, just be successful bro. Given that women rate eighty percent of men as physically unattractive and fifty percent of men are below average intelligence, what's the advice for those forty percent of men? The bar is set unbelievably low, like the average American man is obese, divorced and with less than one k in the bank. I think that the internet over indexes on objective metrics of success and doesn't account for what happens in person. You will see regularly people and guys that are charismatic, funny, sexy in person batting way outside of their league if you were to just look at them from an online perspective. Basically I would say don't overthink what the internet says. Dude, if you go to the gym three times a week for a year, you're probably in the top percentile of all fitness people on the planet. If you spend three hundred bucks on a relatively okay wardrobe, you're probably better dressed than most of the guys that you're going to walk past. Just try a bit and you will already be probably a six or a seven out of ten. ",Dating Advice To Be Better Than Most Men,60,54271
user,Just because something is hard to obtain does not mean that it is valuable. ,Just Because Something Is Hard To Obtain Doesn’t Mean It’s Valuable,620,4104
assistant,Just because something is hard to obtain doesn't mean it's valuable. ,Just Because Something Is Hard To Obtain Doesn’t Mean It’s Valuable,5805,9126
user,"Correct. Yeah, just because it's difficult to get doesn't mean that it's valuable. Look at the car he's driving, look at the watch he's wearing, look at the girl he's with. These things were hard to obtain, so you presume that they were valuable, but you didn't realize that what's genuinely valuable are friendships and relationships and a comfort and a confidence in yourself and peace of mind and sanity and being able to positively impact the people around you. ",Just Because Something Is Hard To Obtain Doesn’t Mean It’s Valuable,9226,31491
user,And it's octopuses. I've been taught for so long that it's octopuses. This is the most groundbreaking piece of information that we've got so far today. ,Octopuses Is The Correct Plural | Andrew Huberman,140,6632
assistant,"Moreover, the great Oliver Sacks, who's now unfortunately dead, is a neurologist and popular writer about the brain function, the man who mistook his wife for his hat, et cetera. He's a real hero of mine, talked about this, that it's also platypuses. He wrote about traveling to Australia and then going to the far North where they have a breeding program to reestablish the platypuses. Location of the breeding program is literally the platypusory. ",Octopuses Is The Correct Plural | Andrew Huberman,6672,30989
user,Wow. ,Octopuses Is The Correct Plural | Andrew Huberman,31289,31590
user,The Michelangelo effect is all about you and your partner becoming the idealized version of each other within your parameters of control that you want to be the best partner for me and I want to do the same for you both going to communicate to each other and we're going to stand our ground where we have boundaries. ,The Michelangelo Effect | Jordan Peterson,60,14494
assistant,"That's what love should do if you love someone. If it's genuine love, you see their hidden soul. You get a glimpse of the light that they could reveal to the world if they revealed it. And then to act in love is to encourage that to come forward and to discourage anything that gets in its way. ",The Michelangelo Effect | Jordan Peterson,14534,29607
user,That's why I love the Michelangelo effect. ,The Michelangelo Effect | Jordan Peterson,29647,31649
assistant,Why the Michelangelo effect? ,The Michelangelo Effect | Jordan Peterson,31689,33030
user,"Michelangelo sees this huge, massive, unhewn block. And inside of that, he is able to see David. And over time, slowly he will chip away and he will chip away and he will chip away. So you see something that isn't there, that's inside of the thing, which is rough and unhewn and uncivilized and undomesticated and rambunctious, sometimes terrible. And you were able to from that... ",The Michelangelo Effect | Jordan Peterson,33070,52495
user,"I always use this example of Conor McGregor. He got two cracks at the featherweight championship because he fought Chad Mendes as a step in and he got the interim belt and then he did Aldo in thirteen seconds. This press dude at an interview asked, what are you going to do differently this time that you didn't do last time when he's about to fight Aldo? And he says, I'm going to take it all in. Because he was so preoccupied, fearful, in the zone, and doing the things that facilitated his performance, that he didn't actually get to experience what he was going through. There's this great photo of him stood on stage at the ceremonial weigh-in, or it might have even been before the ceremonial weigh-ins, it might have been the actual one. He's got that tattoo running up his back and it's just him with his hands out like this. forty thousand people in front of them just everyone stood up and it's electric right. it's Conor McGregor peak savant artist of war just stood there with his hands out and he wasn't there for it. his mind wasn't there as he was experiencing one of the most profound moments of his entire life but he got a second crack. ",Remind Yourself To Enjoy The Moment | James Smith,60,56322
user,"Next time that you're at a party or any sort of gathering, look at the angle of defeat of women talking to women and of men talking to men. Women will talk to women, hundred and eighty degrees. They'll be face to face. Whereas men, the average is a hundred and twenty degrees. Once you see that, you can't not see it. And it's a rule that works across so many different things. The Men's Sheds Initiative in Australia. Did you see that? It was an initiative by the Australian government, I think, to try and improve men's mental health. They realized that getting men to sit down in a room and talk like this about their problems didn't work. So what they did is they built sheds that men came to and then the men would bring like, I've got this knackered lawnmower and everyone needs to help fix it. So how are men talking? They're talking whilst their front brain is focused on this thing that's in front and they are shoulder to shoulder, not face to face. They're literally in a circle and everyone's like, right, you've got the good drill and he's got the good spanner and I've got the hammer or whatever and let's fix this thing. And dude, me and the missus were not getting on well. And before you know it, it's a therapy session mediated by this fucking lawnmower. ",Why Men Can’t Talk Face to Face | Louise Perry,60,58894
user,"When you release your book, you're gonna have a day where the reviews are gonna start to come in. And there's a tendency for some reason to look at the one-star reviews. You depress yourself for a few hours, but then what I've come to do is go to a book that's revolutionized your life. Let's look at something like Brian Holiday, Obstacle is the Way, which is anytime any of my friends experiencing like carnage, depression, loss of a loved one, whether through death or breakup, I'm like, I'm not qualified to help you, but this book will make you feel better. So I'll go to that book or equivalent. I'll look at the one star reviews and people are like, boring, doesn't go anywhere, authors really off the mark or stuff like that. When you remove yourself from that situation and you actually make it about someone else's book and you realize how delusional the comments are, because when it's your work, you take it to heart. But when it's someone else's work, you go, oh, they're obviously full of shit. So interesting to observe that. ",How To Navigate Bad Reviews | James Smith,60,42414
user,"how to decide between the multiplicity of options we all have in our lives. There are more things I can do with my time than time I have to do them in. How do I choose? And this is from Naval. If I'm faced with a difficult choice, such as, should I marry this person? Should I take this job? Should I buy this house? Should I move to this city? Should I go into business with this person? If you cannot decide, the answer is no. The reason is modern society is full of options. So this is an interesting reframe to the paradox of choice. Yes, there are lots of things that you can do with your time. There are an unlimited number of options. This can make it hard to decide on which option to choose, but it also reduces the pressure of all decisions. If something isn't an obvious slam dunk yes, then it's likely a better option will come along soon. As Derek Sivers says, if it isn't a hell yeah, it's a no. The only caveat to this is it doesn't work with time sensitive things like having children. ",Dealing With Too Many Options | James Smith,60,46752
user,"Douglas Murray's got this quote that he throws around saying, you know, when you've reached true equality, because you have to put up with the same level of that everybody else does. ",When You Know You Reached True Equality | Louise Perry,60,7383
user,What do you think is the future of the fitness industry? Any trends that you can see growing or falling away? ,The Future Of The Fitness Industry | James Smith,60,4271
assistant,"The bodybuilding stuff is starting to dissipate, but we still have this massive wave of dishonesty. It is led unfortunately by a lot of brand deals. People are clowing up to the BS a bit more now. ",The Future Of The Fitness Industry | James Smith,4411,14957
user,Evidence-based stuff seems to be coming more to the forefront. ,The Future Of The Fitness Industry | James Smith,15117,17640
assistant,"And there's a lot of ideological people. If you go to a supermarket and pick something up off the shelf and go, this is shit, suddenly people are like, oh, why? We've got all of these people chatting waffling supermarkets. Kale's bad for you. Fasting's going to stop you ever getting cancer. All of these things. Veganism had its wave. Carnivore is actually still alive because of Joe Rogan. Ideology is still pretty rife. Unfortunately, a lot of people in a bid to remain active on social media, to get views on social media. Views and interactions on social media is how people are obtaining the levels of self-proclaimed status. Status is what all of us are trying to get drunk off. So many people now get their first taste of status on TikTok, social media, whatever, and they're doing it through being extreme, being ideological, and by tapping into people's pre-existing beliefs that often aren't true. ",The Future Of The Fitness Industry | James Smith,17680,58054
user,A good mother upsets her kids a lot. ,Good Parents Upset Their Kids | Jordan Peterson,140,2029
assistant,"Quit doing that. Why? Well, why? Why not just let your children do exactly what they want? when the answer to that is, ",Good Parents Upset Their Kids | Jordan Peterson,2511,9016
user,"well, first of all, it terrifies them ",Good Parents Upset Their Kids | Jordan Peterson,9456,10917
assistant,"because kids actually want, they want walls. They don't want to be in the desert doing anything they want. They want a walled space in which they have the optimal amount of freedom. ",Good Parents Upset Their Kids | Jordan Peterson,11597,21805
user,"You always want to try and find people that are ahead of you because they're the ones that are going to bring you along. If you're a rocket ship that's taking off at ten thousand meters per second and someone else is moving at a hundred meters per second, there's only a small while before you're very far away from them and it's hard to have conversations about things because the things that you're struggling with are different to the things that they're struggling with and the dreams and the goals that you have have now outgrown the dreams and the goals that they have. Trying to find people who match your personal growth velocity is really hard. That's not to say that they can't even catch you up and then maybe overtake you in future, they very well may do, but it's going to be tough for you to find common ground unless that person's very open and honest, and unless you are too, in order to be able to do that. Show me your friend group, I'll show you your future. ",Make Friends With People That Are Ahead Of You | James Smith,60,35676
user,"Taylor Swift gossip. She's done a genius thing. She appeals to children. So many female pop stars. It's all about being hypersexualized. I can't let my kid listen to this. She's done this genius thing. Have you seen her dancing? I think she's very mindful about not being too overtly sexual. It's not sexy. It's like awkward. There's never any sexuality about it. There's never any singing about sex. It's always just like getting your heart broken and these kind of relatively like teenage feelings. She did this one thing where she got called a snake. There was like all these snake emojis, either someone cheated on someone and someone asked her. in an interview, they said, so what do you feel about the fact that so many people online call you a snake? And she went snakes eat rats. That's pretty gangster. Like I see why girls like look up to her. Every time people come for her, she manages to sublimate it to something else. ",Is Taylor Swift A Genius? | Whitney Cummings,60,44874
user,"The biggest mistake people make in fitness advice is realizing that they are not their client. Your client doesn't want to eat chicken and broccoli. Your client doesn't want a six-pack. They've told you they want a six-pack because they're telling you what they think they want you to hit. My clients will come to me and go, I want a six-pack. I'm like, no you don't. Tell me what you want. Okay, cool. So you want to fit in the dress that you fit in three years ago. That's very different to a six-pack, especially for a woman. Guys are like, I want big pecs. And I'm like, send me a picture of yourself topless. And I'm like, whoa, let's lose thirty pounds. Let's get you running a five K without killing yourself. Then let's talk about pecs. Some people do want to look like bodybuilders, but the majority of my clients don't. And I don't offer extreme deficits, I don't offer fasted cardio, I don't offer getting people ready for show. Because in every sport, on the day you compete, you should be physiologically and psychologically your best. However, when it's down to bodybuilding and physique, the day you compete, you're physiologically and psychologically your worst. Why are we epitomizing that as fitness when it's clearly not fitness? ",Biggest Mistake Personal Trainers Make With Clients | James Smith,60,47076
user,"Are we ruled by midwits? The people in charge are more stupid than you, basically. And this is from Machiavelli in one of his books. The first method for estimating the intelligence of a ruler is to look at the men he has around him. If we look at the men and women around our contemporary rulers, what do we find? Few reasons for optimism. In two thousand eleven, the Royal Statistical Society asked ninety seven British MPs a simple maths question. If you spin a coin twice, what is the probability of getting two heads? Since the chance of getting a heads on one spin is fifty percent and two spins are in independent, the answer is just fifty percent times fifty percent. Twenty five percent. Not exactly quantum physics. Shockingly, only forty percent of MPs got the answer right. Among Labour MPs, it was only twenty three percent. Most of those who got the answer wrong said fifty percent, which is obviously incorrect when you think about it. So it just reminds us the people who are in charge are more stupid than you are and the bar is set unbelievably low. ",Are We Ruled By Midwits? | James Smith,60,44926
user,"On the internet, the gap between words and actions has never been bigger. You can be the least virtuous, the meanest, most dishonest human on earth, but if you say the right things, if your thumbs literally hit the right buttons on a screen, you look like a saint. And no one ever stress tests the words coming out of your mouth. It means that appearing good actually becomes more important than doing good. The incentive of performative empathy kind of creates the basis for toxic compassion as a trend. Posting about mistreated groups is more incentivized than actually helping mistreated groups. All of the people who have put a flag in their bio but have never actually donated to a charity. And this isn't me saying that you can't do good whilst also talking about it. It's that many, maybe even most of the people who proselytize about how virtuous and caring they are and about how it's everyone else who is evil and uncaring and the enemy are allowing their morality to stand on the shoulders of limited scrutiny. ",Toxic Compassion On The Internet,60,52369
user,"People would rather claim that body fat has no bearing on health and mortality outcomes to avoid making overweight people feel upset, even if this causes them to literally die sooner or have a worse quality of life over the long run. Parents would rather allow children to play computer games and access social media every night instead of dealing with the discomfort of taking it away from them, even if it ruins their brain development, social skills, and self-esteem. Toxic compassion is the prioritization of short-term emotional comfort over everything else. over truth, reality, actual long-term outcomes. It optimises for looking good rather than doing good. Elon Musk recently responded to some criticism about his political alignment and contribution to climate change and scepticism of it, I think. And then he identified how big of a shift Tesla had caused in the electric vehicle market. and the downstream impact of that on the environment. He said he's done more for the climate than any other human in history. And this quote from him is, what I care about is the reality of goodness, not the perception of it. And what I see all over the place is people who care about looking good while doing evil. ",Beware Of Toxic Compassion,60,58922
user,"Holmuzzy says, so true. If you sit down before you're about to have a meeting with someone or a sales call or a job interview or whatever, and you say, all right, so where are they from? Or whatever, whatever. And you're like, oh, you're from Hertfordshire. I used to play rugby in Hertfordshire. Do you know? And you're like, oh my God, this person knows it. It's exactly the same as before we go into Canada, we're texting our Canadian friends going, you know, what have we got? Oh, Edmonton is home to the world's second largest mall after Dubai, right? Have I got any mall jokes that I can come out? Or like, have I got any Justin Trudeau jokes? Or we go into Chicago and I start talking about the architecture. It's exactly the same. It seems like, oh my god, how deep does his knowledge run? His knowledge must be so deep because he was just able to pluck this out. It's like, yo, that architecture joke is the beginning and the end of my knowledge about Chicago. But it seems like you've got way more preparation than you do. ",20 Minutes Of Preparation Adds 20 IQ Points | James Smith,60,51168
user,"I think I told you about the manopause, this thing that I'd come up with. So I noticed toward the end of my twenties that lots of guys who had been training with a particular modality, usually bodybuilding, usually exclusively for the way that they looked, realized as they approached their thirties that they were getting out of breath, going up a set of stairs and that they maybe couldn't touch their toes and they looked fantastic. but they just felt like they should maybe start to value different things. They then changed their training and they would go and do Brazilian Jiu-Jitsu or yoga or CrossFit. And that precipitated a change in everything else. And I saw this in myself. I get to the end of my twenties, I've achieved success in many of the ways that society tells a young man that he should value success. There was a discordance, something fell off. You then think, maybe I need to assess whether or not the things that I've been told I should want are things that I actually want to want. It feels like a quarter-life crisis. I think so many men go through this. ",Men Turning 30 Hit Their Manopause | Jordan Peterson,60,50500
user,"Outsourcing your sense of self-worth to the crowd is unbelievably dangerous. Not only will you begin to change how you act to fit in with the expectations of everyone else, you sometimes lose who you really are in the process. Schopenhauer said, other places' heads are a wretched place to be the home of a man's true happiness. This manipulation of who you are, honestly, of showing up in a way that's performative so that other people will like you or you think that they will, means that the best you can hope for is for people to fall in love with the projection. And ultimately, what may end up happening is that you now need to play up to a role which you do not resonate with. And if you start to deviate from that, even if you're not a content creator, that deviation is going to feel disingenuous, even though it is you moving toward a more genuine version of you. ",Do Not Outsource Your Sense of Self Worth,60,43986
user,"Nasal breathe when you can. Nasal breathing, well, first of all, there's a nasal microbiome. There's also an oral microbiome, but the nasal microbiome is particularly well suited to scrub or capture and destroy viruses, bacteria, and even some fungal infections. So in other words, when you're breathing in through your mouth, you're more susceptible to infections. This is important heading into winter as well. ",Nasal Breathing Vs Mouth Breathing  | Andrew Huberman,60,18168
user,"The more I listen to this the better my life gets. If they don't have what you want, don't listen to what they say. There's no greater waste of time than justifying your actions to people who have a life you don't want. ",This Quote Made My Life Better,300,14525
user,"The four levels of saying **** you. **** your money. That was kind of the first level. It's a meme, but it's also a truth. There's an amount of wealth that you can achieve when typical restrictions and conventions don't really apply to you anymore. And then **** your freedom. There are no restrictions on where you can travel to and when and for how long. You don't need to show up to work on time or work at all. Another level. family. A lot of fathers that I've spoken to have told me about how their priorities were completely changed upon starting a family and all of the previous status games that they used to play seem quite petty because the admiration and the gamesmanship that they used to play in order to impress people in power or those with status seemed juvenile. Fourth type of saying f*** you, which is f*** you fame, winning the existing games so well that you are no longer at the mercy of it. Example that was used was Rachel McAdams doesn't have social media. You're so ubiquitous, you're so well known that your fame carries itself and you don't need to any longer play the fame game. ",The 4 Levels of Saying F You,60,57946
user,"and in particular children who overuse mouth breathing as opposed to nasal breathing have changes in the structure of the face that to be quite direct makes them far more unattractive than if they were to mouth breathe. So I arrived carrying a copy of the book, Jaws, a hidden epidemic. This book was written by my colleagues at Stanford, Sandra Kahn and Paul Ehrlich. It also discusses the chewing of foods as essential to mouth and face development. Sandra Kahn is an expert in craniofacial function and structure. And the fact that if your parents and you did things right, you should be able to place your entire tongue on the roof of your mouth with your mouth closed. Now I can't do that. I can, but I still feel the back of my teeth a bit. Chewing foods is essential to tooth and mouth and face development. So that's the second point. So nasal breathing, good. Chewing hard foods, chewing a lot on both sides of the mouth. Great for craniofacial development, oral development, tooth development, and tooth health, which by the way are correlated with a number of other things like cardiovascular health. and metabolic health, very interesting links there. ",How Mouth Breathing Changes Your Face | Andrew Huberman,60,58269
user,"Dopamine is not about the pursuit of happiness. It is about the happiness of pursuit. So much of life and enjoyment is about the anticipation of things coming. In fact, the anticipation is often actually more enjoyable than the experience. Tim Ferriss used to book these vacations years in advance so that he would stretch out that anticipation for so long. It's basically like free holiday before your holiday as he was excited and thinking about it. It puts a new perspective on. it's not the journey, it's the destination because there actually is no destination. Each arrival at a destination simply marks the beginning of another journey toward the next destination. I want to be able to take pride and pleasure and gratitude and happiness and peace in the things that I'm doing whilst continuing to try and achieve. How do I find this balance? One of the solutions I think that you can do is to celebrate micro wins as much as possible. It doesn't need to be a big celebration, but I really think that that's one good way of chunking up long destinations into shorter journeys. ",The Happiness Of Pursuit,60,55284
